u_id,user,gpu_num,cpu_num,node_num,interval,run_time,wall_time,new_status
12339,25,0,64,2,0,35425,36101,Pass
12341,25,0,64,2,4,11204,86400,Pass
12340,25,0,64,2,0,1781,86400,Pass
12342,25,0,64,2,5,1866,86400,Pass
12343,25,0,64,2,0,13217,86400,Pass
12344,25,0,64,2,4,2113,86400,Pass
12345,25,0,64,2,4,1979,86400,Pass
12346,25,0,64,2,4,136,86400,Pass
12347,77,0,32,1,42,56234,172800,Pass
12348,63,0,1920,60,8,1873,86400,Pass
12349,77,0,32,1,0,27401,172800,Pass
12350,77,0,32,1,5,69532,172800,Pass
12351,77,0,32,1,9,52697,172800,Pass
12352,25,0,64,2,54,1893,86400,Pass
12353,25,0,64,2,4,2601,86400,Pass
12354,25,0,64,2,4,2940,86400,Pass
12355,25,0,64,2,5,2130,86400,Pass
12356,25,0,64,2,4,1957,86400,Pass
12357,25,0,64,2,3,2233,86400,Pass
12358,25,0,64,2,4,1889,86400,Pass
12359,25,0,64,2,3,2629,86400,Pass
12360,25,0,64,2,4,134,86400,Pass
12361,25,0,64,2,4,2054,86400,Pass
12362,25,0,64,2,4,2072,86400,Pass
12363,25,0,64,2,5,6508,86400,Pass
12364,77,0,32,1,12,37969,172800,Pass
12365,64,0,1056,33,241,5314,7200,Pass
12366,117,0,2048,64,73,101,1800,Killed
12367,63,0,2112,66,169,1781,86400,Pass
12368,101,4,0,4,87,630,5400,Pass
12369,63,0,1088,34,29,2983,86400,Pass
12370,75,20,0,20,7,86503,86400,Killed
12371,89,0,160,5,9,1702,36000,Pass
12372,63,0,1024,32,45,2530,86400,Pass
12373,89,0,160,5,14,1646,36000,Pass
12374,63,0,832,26,55,1783,86400,Pass
12375,89,0,160,5,37,1730,36000,Pass
12376,63,0,3008,94,5,1929,86400,Pass
12377,63,0,2624,82,12,1787,86400,Pass
12378,141,0,1024,32,22,681,1800,Pass
12379,63,0,128,4,43,15189,86400,Pass
12380,63,0,640,20,4,1961,86400,Pass
12381,63,0,64,2,4,132,86400,Pass
12382,63,0,64,2,4,132,86400,Pass
12383,79,0,32,1,156,43,1800,Pass
12384,117,0,2048,64,18,338,1800,Killed
12385,118,0,1,1,1,1927,4271,Pass
12386,25,0,64,2,1,2238,86400,Pass
12387,25,0,64,2,4,6199,86400,Pass
12388,25,0,64,2,4,1916,86400,Pass
12389,25,0,64,2,5,2302,86400,Pass
12390,79,2,0,2,14,21,600,Pass
12391,63,0,448,14,84,63519,63853,Killed
12392,63,0,128,4,108,134,86400,Pass
12393,101,4,0,4,224,629,5400,Pass
12394,63,0,320,10,142,45926,45874,Killed
12395,63,0,64,2,55,133,86400,Pass
12396,63,0,64,2,4,18583,86400,Pass
12397,63,0,64,2,4,2020,86400,Pass
12398,63,0,64,2,5,132,86400,Pass
12399,63,0,64,2,4,138,86400,Pass
12400,63,0,64,2,4,132,86400,Pass
12401,63,0,64,2,4,142,86400,Pass
12402,63,0,640,20,4,1634,86400,Pass
12403,63,0,448,14,18,23457,23303,Killed
12404,25,0,64,2,107,8576,86400,Pass
12405,25,0,64,2,4,8965,86400,Pass
12406,25,0,64,2,5,2100,86400,Pass
12407,25,0,64,2,3,2926,86400,Pass
12408,25,0,64,2,4,2876,86400,Pass
12409,25,0,64,2,4,5318,86400,Pass
12410,25,0,64,2,4,1665,86400,Pass
12411,25,0,64,2,4,1570,86400,Pass
12412,25,0,64,2,5,1879,86400,Pass
12413,25,0,64,2,4,2182,86400,Pass
12414,25,0,64,2,4,2490,86400,Pass
12415,25,0,64,2,4,3438,86400,Pass
12416,133,0,640,20,198,2427,2700,Pass
12417,25,0,64,2,34,3302,86400,Pass
12418,48,16,0,16,1,45,600,Pass
12419,25,0,64,2,3,1973,86400,Pass
12420,25,0,64,2,4,2364,86400,Pass
12421,25,0,64,2,5,2610,86400,Pass
12422,25,0,64,2,4,2232,86400,Pass
12423,101,4,0,4,99,629,5400,Pass
12424,117,0,2048,64,188,213,1800,Killed
12425,127,0,32,1,156,9481,14400,Pass
12426,63,0,1792,56,28,1684,86400,Pass
12427,63,0,320,10,16,23270,23197,Killed
12428,63,0,1792,56,119,1880,86400,Pass
12429,141,0,1024,32,2,723,1800,Pass
12430,101,4,0,4,343,629,5400,Pass
12431,63,0,64,2,290,132,86400,Pass
12432,63,0,64,2,5,138,86400,Pass
12433,63,0,64,2,4,135,86400,Pass
12434,63,0,64,2,4,131,86400,Pass
12435,63,0,64,2,4,131,86400,Pass
12436,63,0,128,4,4,143,86400,Pass
12437,63,0,128,4,3,140,86400,Pass
12438,63,0,128,4,5,138,86400,Pass
12439,63,0,64,2,4,132,86400,Pass
12440,63,0,64,2,4,136,86400,Pass
12441,63,0,64,2,4,131,86400,Pass
12442,63,0,64,2,5,51011,50972,Killed
12443,63,0,64,2,3,141,86400,Pass
12444,63,0,64,2,4,139,86400,Pass
12445,63,0,64,2,3,136,86400,Pass
12446,63,0,64,2,4,133,86400,Pass
12447,25,0,64,2,102,20085,86400,Pass
12448,25,0,64,2,3,42573,42598,Killed
12449,25,0,64,2,4,6487,86400,Pass
12450,25,0,64,2,4,12335,86400,Pass
12451,142,0,128,4,125,15,300,Pass
12452,101,4,0,4,197,628,5400,Pass
12453,25,0,64,2,70,2572,86400,Pass
12454,25,0,64,2,4,3030,86400,Pass
